Fecha analizada	Comportamiento de la accion	abs Diferencia Close-Open
2021-09-10	NO	1.5800020000000075
2021-09-13	NO	2.1199949999999887
2021-09-14	NO	1.5999909999999886
2021-09-15	SI	0.41999799999999254
2021-09-16	NO	0.4299929999999961
2021-09-17	SI	0.4499969999999962
2021-09-20	SI	0.33000200000000746
2021-09-21	NO	0.08000200000000746
2021-09-22	NO	1.4200130000000115
2021-09-23	SI	0.4600070000000187
2021-09-24	NO	0.3899989999999889
2021-09-27	NO	0.8300020000000075
2021-09-28	NO	0.29000800000000027
2021-09-29	SI	1.0200040000000001
2021-09-30	NO	3.139998999999989
2021-10-01	NO	1.0599980000000073
2021-10-04	NO	0.7700040000000001
2021-10-05	NO	0.27999900000000366
2021-10-06	SI	0.04000899999999774
2021-10-07	SI	1.3199920000000134
2021-10-08	NO	0.39001400000000785
2021-10-11	NO	0.6100010000000111
2021-10-12	NO	2.3099980000000073
2021-10-13	SI	1.3799899999999923
2021-10-14	SI	0.39999400000002083
2021-10-15	SI	0.27000400000000013
2021-10-18	NO	0.13000500000001125
2021-10-19	SI	2.9700009999999963
2021-10-20	NO	0.1999969999999962
2021-10-21	NO	0.9000090000000114
2021-10-22	SI	0.660002999999989
2021-10-25	SI	0.3600010000000111
2021-10-26	SI	1.1900019999999927
2021-10-27	NO	1.9399879999999996
2021-10-28	NO	0.9199979999999925
2021-10-29	SI	0.5299990000000037
2021-11-01	NO	0.13999999999998636
2021-11-02	SI	1.8899990000000173
2021-11-03	SI	0.020004999999997608
2021-11-04	NO	0.3399959999999851
2021-11-05	SI	0.9499969999999962
2021-11-08	NO	0.8099980000000073
2021-11-09	NO	0.10000600000000759
2021-11-10	SI	1.7400049999999965
2021-11-11	NO	0.43000699999998915
2021-11-12	NO	2.4199979999999925
2021-11-15	NO	1.4799959999999999
2021-11-16	NO	0.5099950000000035
2021-11-17	SI	0.4100040000000149
2021-11-18	NO	1.0500030000000038
2021-11-19	NO	0.14999400000002083
2021-11-22	NO	1.3300020000000075
2021-11-23	SI	1.1699979999999925
2021-11-24	SI	0.10000600000000759
2021-11-26	NO	1.4000090000000114
2021-11-29	SI	0.25
2021-11-30	NO	2.5800020000000075
2021-12-01	SI	1.1999969999999962
2021-12-02	NO	0.16999899999999002
2021-12-03	SI	1.4700010000000248
2021-12-06	SI	2.75
2021-12-07	NO	0.6399989999999889
2021-12-08	SI	0.8699950000000172
2021-12-09	SI	1.7200009999999963
2021-12-10	NO	0.08000200000000746
2021-12-13	SI	3.699996999999996
2021-12-14	SI	1.9599910000000023
2021-12-15	SI	1.2899929999999813
2021-12-16	SI	1.75
2021-12-17	NO	1.410002999999989
2021-12-20	NO	0.05999800000000732
2021-12-21	NO	0.849991000000017
2021-12-22	SI	0.8699949999999887
2021-12-23	SI	0.36999499999998875
2021-12-27	SI	0.5299990000000037
2021-12-28	SI	0.5600129999999979
2021-12-29	SI	1.5500030000000038
2021-12-30	SI	0.19000300000001857
2021-12-31	NO	1.4599919999999997
2022-01-03	SI	1.3299860000000194
2022-01-04	SI	0.020004000000000133
2022-01-05	SI	0.22000099999999634
2022-01-06	NO	0.5199889999999812
2022-01-07	SI	2.489990000000006
2022-01-10	NO	0.6000059999999792
2022-01-11	NO	1.7400049999999965
2022-01-12	SI	0.1799919999999986
2022-01-13	NO	0.24000499999999647
2022-01-14	NO	0.7900089999999977
2022-01-18	IGUAL	0.0
2022-01-19	NO	0.6199949999999887
2022-01-20	NO	2.0399930000000097
2022-01-21	NO	1.320007000000004
2022-01-24	NO	1.0299990000000037
2022-01-25	SI	5.270004
2022-01-26	SI	0.8400120000000015
2022-01-27	SI	1.1999970000000246
2022-01-28	SI	0.9299919999999986
2022-01-31	SI	0.7899930000000097
2022-02-01	NO	0.8599999999999852
2022-02-02	SI	3.1200100000000077
2022-02-03	SI	0.5
2022-02-04	SI	0.6300050000000113
2022-02-07	NO	0.35000599999997917
2022-02-08	SI	0.4899910000000034
2022-02-09	NO	0.5800020000000075
2022-02-10	NO	1.7900089999999977
2022-02-11	NO	1.4099879999999985
2022-02-14	NO	2.1100009999999827
2022-02-15	SI	1.179992999999996
2022-02-16	SI	0.7200019999999938
2022-02-17	NO	1.0200049999999976
2022-02-18	NO	1.6199949999999887
2022-02-22	NO	2.430008000000015
2022-02-23	NO	0.2899940000000072
2022-02-24	NO	1.6400000000000148
2022-02-25	SI	6.0
2022-02-28	SI	1.7000120000000152
2022-03-01	SI	0.9600069999999903
2022-03-02	SI	1.6299890000000232
2022-03-03	SI	1.7799990000000037
2022-03-04	SI	1.839997000000011
2022-03-07	SI	3.9100039999999865
2022-03-08	NO	3.3199920000000134
2022-03-09	NO	0.6499939999999924
2022-03-10	SI	1.1000059999999792
2022-03-11	SI	0.22000099999999634
2022-03-14	SI	1.0100089999999966
2022-03-15	SI	2.8099969999999814
2022-03-16	NO	0.9400029999999902
2022-03-17	SI	1.5899960000000135
2022-03-18	NO	2.1600039999999865
2022-03-21	SI	1.169998000000021
2022-03-22	NO	0.8300020000000075
2022-03-23	NO	0.8899999999999864
2022-03-24	SI	0.24000499999999647
2022-03-25	SI	1.2299959999999999
2022-03-28	SI	1.180008000000015
2022-03-29	NO	0.8799899999999923
2022-03-30	SI	1.1499940000000208
2022-03-31	NO	2.3600000000000136
2022-04-01	SI	1.1399989999999889
2022-04-04	NO	1.7200009999999963
2022-04-05	SI	1.1400000000000148
2022-04-06	SI	2.839997000000011
2022-04-07	SI	0.08999700000001098
2022-04-08	SI	0.7899929999999813
2022-04-11	NO	3.1600039999999865
2022-04-12	SI	0.6999969999999962
2022-04-13	SI	0.7600099999999941
2022-04-14	NO	0.10000600000000759
2022-04-18	NO	2.0699920000000134
2022-04-19	SI	2.360001000000011
2022-04-20	SI	1.6499939999999924
2022-04-21	NO	0.569991999999985
2022-04-22	NO	0.9300079999999866
