Date,Open,High,Low,Close,Adj Close,Volume
2021-09-02,326.079987,326.709991,318.910004,324.290009,324.290009,247300
2021-09-03,323.799988,332.600006,323.140015,331.109985,331.109985,225000
2021-09-07,331.459991,332.790009,327.619995,328.959991,328.959991,372700
2021-09-08,327.200012,327.779999,323.100006,326.950012,326.950012,292700
2021-09-09,327.290009,330.170013,324.239990,325.320007,325.320007,207100
2021-09-10,327.649994,330.100006,323.700012,324.190002,324.190002,333500
2021-09-13,325.000000,325.160004,312.529999,316.859985,316.859985,528400
2021-09-14,319.510010,325.019989,316.869995,322.500000,322.500000,288800
2021-09-15,320.869995,325.890015,316.040009,324.950012,324.950012,187700
2021-09-16,322.450012,327.190002,321.510010,324.640015,324.640015,211600
2021-09-17,325.279999,326.649994,317.839996,319.869995,319.869995,455600
2021-09-20,312.320007,314.260010,308.300995,313.119995,313.119995,323000
2021-09-21,323.200012,328.989990,318.720001,323.170013,323.170013,431300
2021-09-22,323.600006,325.230011,320.540009,322.920013,322.920013,234400
2021-09-23,325.149994,330.244995,320.070007,329.720001,329.720001,181200
2021-09-24,326.010010,328.940002,322.019989,324.040009,324.040009,225800
2021-09-27,319.750000,319.750000,296.980011,298.470001,298.470001,748700
2021-09-28,292.420013,292.739990,282.320007,288.640015,288.640015,616600
2021-09-29,291.140015,292.209991,279.700012,281.859985,281.859985,453200
2021-09-30,283.170013,285.519989,278.250000,281.010010,281.010010,389400
2021-10-01,282.940002,283.220001,274.591003,279.029999,279.029999,253800
2021-10-04,275.549988,278.029999,266.817993,271.869995,271.869995,272400
2021-10-05,272.799988,276.730011,270.779999,275.000000,275.000000,365700
2021-10-06,270.220001,275.559998,268.950012,275.559998,275.559998,327500
2021-10-07,277.510010,281.040009,275.940002,279.440002,279.440002,430600
2021-10-08,282.200012,283.769989,270.799988,271.320007,271.320007,275700
2021-10-11,268.230011,273.239990,266.625000,267.950012,267.950012,207400
2021-10-12,270.859985,277.630005,266.619995,276.010010,276.010010,513300
2021-10-13,280.079987,286.380005,279.350006,286.190002,286.190002,416300
2021-10-14,290.440002,303.000000,289.609985,297.489990,297.489990,561200
2021-10-15,300.200012,307.989990,300.200012,302.850006,302.850006,389400
2021-10-18,302.859985,311.380005,302.859985,308.609985,308.609985,309000
2021-10-19,310.019989,313.670013,308.609985,310.829987,310.829987,232600
2021-10-20,312.820007,312.820007,305.170013,308.480011,308.480011,217700
2021-10-21,306.929993,309.910004,305.779999,309.619995,309.619995,276400
2021-10-22,309.980011,313.619995,304.019989,305.070007,305.070007,403300
2021-10-25,305.510010,313.625000,303.200012,309.489990,309.489990,275100
2021-10-26,310.869995,312.640015,306.839996,310.619995,310.619995,179600
2021-10-27,310.029999,314.220001,307.320007,308.989990,308.989990,422300
2021-10-28,311.070007,317.529999,308.700012,314.109985,314.109985,243400
2021-10-29,311.809998,321.100006,310.440002,319.190002,319.190002,210100
2021-11-01,319.769989,321.970001,316.190002,319.920013,319.920013,266900
2021-11-02,320.850006,328.429993,320.369995,326.700012,326.700012,336900
2021-11-03,327.309998,329.959991,315.850006,328.320007,328.320007,269500
2021-11-04,330.000000,339.440002,323.369995,336.679993,336.679993,335800
2021-11-05,339.329987,342.799988,335.230011,342.010010,342.010010,375100
2021-11-08,344.570007,353.450012,344.570007,347.929993,347.929993,332500
2021-11-09,347.230011,354.619995,343.769989,354.440002,354.440002,252800
2021-11-10,352.890015,352.959991,328.940002,331.019989,331.019989,381200
2021-11-11,335.339996,339.070007,329.390015,331.859985,331.859985,227600
2021-11-12,332.559998,334.320007,321.730011,323.380005,323.380005,581300
2021-11-15,325.119995,326.869995,310.815002,314.769989,314.769989,361100
2021-11-16,312.920013,319.265015,311.290009,314.480011,314.480011,324800
2021-11-17,314.829987,316.760010,307.440002,314.869995,314.869995,299500
2021-11-18,320.140015,320.950012,307.320007,310.559998,310.559998,370000
2021-11-19,314.730011,314.730011,295.029999,306.410004,306.410004,659100
2021-11-22,308.089996,308.089996,273.739990,283.570007,283.570007,1040800
2021-11-23,282.019989,285.723999,267.130005,281.589996,281.589996,852200
2021-11-24,276.429993,281.649994,266.195007,278.359985,278.359985,770300
2021-11-26,273.899994,274.989990,256.420013,256.839996,256.839996,708300
2021-11-29,263.200012,279.040009,258.500000,271.950012,271.950012,1438400
2021-11-30,272.010010,280.470001,261.170013,265.010010,265.010010,6136300
2021-12-01,272.279999,279.779999,266.980011,267.190002,267.190002,938700
2021-12-02,266.519989,280.359985,266.519989,274.859985,274.859985,573200
2021-12-03,276.220001,277.269989,250.589996,252.300003,252.300003,623800
2021-12-06,250.000000,258.359985,243.679993,253.800003,253.800003,586200
2021-12-07,262.839996,268.839996,261.125000,267.390015,267.390015,382800
2021-12-08,272.239990,285.230011,268.000000,283.079987,283.079987,645400
2021-12-09,279.670013,283.459991,272.369995,276.420013,276.420013,384500
2021-12-10,277.390015,281.619995,270.940002,272.369995,272.369995,285400
2021-12-13,273.329987,282.250000,270.320007,273.690002,273.690002,317300
2021-12-14,267.089996,268.140015,255.570007,266.540009,266.540009,404700
2021-12-15,266.450012,269.959991,256.929993,269.380005,269.380005,405200
2021-12-16,272.890015,277.350006,262.019989,263.649994,263.649994,470200
2021-12-17,262.799988,273.230011,258.739990,271.880005,271.880005,553900
2021-12-20,264.540009,272.640015,261.959991,267.380005,267.380005,420600
2021-12-21,271.119995,283.114990,265.820007,281.769989,281.769989,373000
2021-12-22,281.250000,290.799988,279.045013,290.140015,290.140015,391400
2021-12-23,290.350006,299.920013,288.670013,297.690002,297.690002,336700
2021-12-27,300.019989,315.750000,297.739990,314.559998,314.559998,377900
2021-12-28,312.320007,315.500000,308.130005,314.029999,314.029999,695900
2021-12-29,313.739990,320.649994,312.423004,320.640015,320.640015,312700
2021-12-30,318.679993,324.290009,315.109985,315.140015,315.140015,271200
2021-12-31,313.429993,318.829987,310.820007,314.089996,314.089996,173000
2022-01-03,314.529999,318.980011,296.579987,302.690002,302.690002,384200
2022-01-04,303.309998,304.250000,276.209991,280.380005,280.380005,370300
2022-01-05,274.799988,277.829987,259.558014,262.119995,262.119995,432000
2022-01-06,257.399994,265.790009,252.595001,260.690002,260.690002,445300
2022-01-07,258.839996,267.700012,250.130005,250.190002,250.190002,351100
2022-01-10,245.009995,249.630005,235.169998,249.000000,249.000000,540800
2022-01-11,249.330002,266.709991,247.229996,265.679993,265.679993,481300
2022-01-12,265.649994,274.130005,263.570007,269.519989,269.519989,460900
2022-01-13,272.309998,273.739990,249.740005,251.270004,251.270004,323800
2022-01-14,247.259995,258.690002,242.970001,251.720001,251.720001,254200
2022-01-18,246.550003,248.619995,238.350006,238.580002,238.580002,346000
2022-01-19,239.139999,246.000000,236.020004,238.610001,238.610001,388000
2022-01-20,241.179993,244.360001,234.929993,235.389999,235.389999,374600
2022-01-21,233.440002,234.940002,223.919998,224.240005,224.240005,538000
2022-01-24,217.000000,236.779999,211.880005,235.250000,235.250000,512100
2022-01-25,229.660004,234.839996,222.000000,228.740005,228.740005,424200
2022-01-26,236.550003,246.110001,229.785004,232.210007,232.210007,543400
2022-01-27,237.399994,240.919998,225.270004,226.899994,226.899994,422400
2022-01-28,230.220001,232.190002,218.580002,230.570007,230.570007,420900
2022-01-31,233.399994,255.570007,233.352005,255.179993,255.179993,487300
2022-02-01,257.760010,261.320007,253.574997,258.670013,258.670013,305100
2022-02-02,261.309998,261.309998,249.399994,251.410004,251.410004,232400
2022-02-03,240.300003,249.649994,240.300003,243.440002,243.440002,161100
2022-02-04,244.630005,254.309998,239.770004,250.720001,250.720001,162100
2022-02-07,249.360001,257.679993,246.479996,248.949997,248.949997,148500
2022-02-08,247.779999,260.619995,245.199997,259.369995,259.369995,185000
2022-02-09,263.750000,266.920013,258.579987,266.880005,266.880005,157700
2022-02-10,259.290009,272.609985,259.290009,263.609985,263.609985,177400
2022-02-11,265.239990,266.484985,246.369995,249.399994,249.399994,239300
2022-02-14,247.039993,260.609985,246.059998,254.070007,254.070007,262000
2022-02-15,261.279999,267.829987,256.600006,266.950012,266.950012,354100
2022-02-16,262.329987,269.690002,255.179993,269.040009,269.040009,344700
2022-02-17,270.600006,270.600006,254.119995,258.730011,258.730011,355800
2022-02-18,264.369995,266.000000,250.160004,259.450012,259.450012,417900
2022-02-22,257.250000,264.660004,250.970001,251.729996,251.729996,301300
2022-02-23,254.500000,257.000000,243.800003,244.419998,244.419998,337800
2022-02-24,231.490005,267.040009,230.009995,264.799988,264.799988,490900
2022-02-25,265.489990,275.040009,264.049988,274.320007,274.320007,396400
2022-02-28,268.230011,274.290009,264.769989,274.000000,274.000000,610500
2022-03-01,274.000000,286.630005,262.630005,265.959991,265.959991,255000
2022-03-02,269.089996,272.950012,264.390015,268.309998,268.309998,303800
2022-03-03,272.760010,272.760010,245.789993,249.630005,249.630005,321900
2022-03-04,248.639999,248.639999,229.740005,233.520004,233.520004,291800
2022-03-07,234.899994,234.899994,219.339996,219.339996,219.339996,428900
2022-03-08,219.000000,227.750000,212.649994,224.429993,224.429993,448200
2022-03-09,232.289993,234.619995,228.600006,231.690002,231.690002,365200
2022-03-10,227.160004,229.220001,222.419998,225.300003,225.300003,258200
2022-03-11,230.479996,230.479996,224.210007,226.300003,226.300003,278300
2022-03-14,227.940002,230.910004,222.580002,225.630005,225.630005,333200
2022-03-15,225.990005,236.934998,221.500000,236.369995,236.369995,280200
2022-03-16,242.029999,264.510010,241.550003,263.339996,263.339996,416100
2022-03-17,260.059998,270.290009,260.059998,265.859985,265.859985,254200
2022-03-18,262.750000,275.320007,260.179993,275.149994,275.149994,267800
2022-03-21,273.799988,275.010010,265.559998,271.519989,271.519989,193000
2022-03-22,269.779999,282.125000,268.730011,275.690002,275.690002,316500
2022-03-23,273.119995,281.609985,265.920013,272.600006,272.600006,211400
2022-03-24,272.559998,272.559998,263.369995,271.260010,271.260010,320000
2022-03-25,273.410004,274.170013,261.739990,270.600006,270.600006,221900
2022-03-28,269.450012,276.709991,263.309998,269.079987,269.079987,274500
2022-03-29,273.000000,276.760010,268.339996,275.399994,275.399994,291200
2022-03-30,274.709991,274.709991,237.250000,247.839996,247.839996,1076700
2022-03-31,248.339996,266.160004,248.339996,262.070007,262.070007,567300
2022-04-01,262.410004,266.000000,253.470001,257.609985,257.609985,245900
2022-04-04,257.850006,266.049988,255.539993,262.709991,262.709991,139600
2022-04-05,260.619995,261.415009,254.352997,259.760010,259.760010,161600
2022-04-06,255.279999,255.279999,243.509995,248.830002,248.830002,250000
2022-04-07,247.389999,252.020004,241.160004,243.910004,243.910004,250300
2022-04-08,242.080002,247.570007,238.710007,239.059998,239.059998,210000
2022-04-11,236.500000,238.809998,231.250000,236.860001,236.860001,229600
2022-04-12,241.910004,249.869995,239.804993,241.210007,241.210007,331800
2022-04-13,240.800003,244.690002,238.440002,244.279999,244.279999,196500
2022-04-14,245.600006,245.600006,232.979996,233.490005,233.490005,275900
2022-04-18,230.960007,233.119995,224.699997,228.429993,228.429993,396700
2022-04-19,227.740005,237.345001,226.100006,236.949997,236.949997,212700
2022-04-20,239.250000,241.830002,232.520004,234.500000,234.500000,150700
2022-04-21,238.570007,240.350006,220.399994,221.410004,221.410004,202000
2022-04-22,221.419998,223.649994,213.699997,217.309998,217.309998,220700
